source_id,source_slug,source_article,target_slug,target_url,anchor_text,full_crosslink_text,context_snippet,href
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,y1uhdz0y,https://oecs.mit.edu/pub/y1uhdz0y,Psycholinguistics,[see Psycholinguistics],"The term interaction engine was proposed to draw out the theoretical consequences for the cognitive sciences of many observations made about human interaction by social scientist pioneers such as Ray Birdwhistell, Jerome Bruner, Erving G...",https://oecs.mit.edu/pub/y1uhdz0y
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,d8e1n1e8,https://oecs.mit.edu/pub/d8e1n1e8,Social Learning,[see Social Learning and Shared Intentionality],"Human informal interaction (as in a friendly chat) is premised on the capacity for joint attention and joint action (), the kind of coordination involved when we play tennis or a duet together, but it also has many more specific properti...",https://oecs.mit.edu/pub/d8e1n1e8
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,sep9e3c2,https://oecs.mit.edu/pub/sep9e3c2,Shared Intentionality,[see Social Learning and Shared Intentionality],"Human informal interaction (as in a friendly chat) is premised on the capacity for joint attention and joint action (), the kind of coordination involved when we play tennis or a duet together, but it also has many more specific properti...",https://oecs.mit.edu/pub/sep9e3c2
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,gx9ypm4x,https://oecs.mit.edu/pub/gx9ypm4x,Conversation,[see Conversation],"Human informal interaction (as in a friendly chat) is premised on the capacity for joint attention and joint action (), the kind of coordination involved when we play tennis or a duet together, but it also has many more specific properti...",https://oecs.mit.edu/pub/gx9ypm4x
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,l60gyowl,https://oecs.mit.edu/pub/l60gyowl,Sign Language,[see Sign Language],"In face-to-face conversation, turns are typically multimodal, involving vocalization, gesture, gaze, facial expressions, and body posture. The orchestration of multiple articulators into a coherent message poses cognitive challenges for...",https://oecs.mit.edu/pub/l60gyowl
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,e9aapok3,https://oecs.mit.edu/pub/e9aapok3,Language Production,[see Language Production],"Responses in conversation are at the speed of the minimum human response time (c. 200 ms). In order to respond at this speed, brain imaging has shown that interlocutors begin processing their response midway during comprehension of the i...",https://oecs.mit.edu/pub/e9aapok3
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,dqw08mkw,https://oecs.mit.edu/pub/dqw08mkw,Autism,[see Autism],"The interaction engine concept brings together numerous properties of interaction: timing, contingency, inference to intent, multimodality including gaze and gesture, repair organization, and so forth. One legitimate question is whether...",https://oecs.mit.edu/pub/dqw08mkw
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,suwgvzqg,https://oecs.mit.edu/pub/suwgvzqg,Primate Communication,[see Primate Communication],"The interaction engine offers an explanatory bridge between other primate communication systems and human language and communication. Many primate species are vocal turn-takers, but the great apes show the closest similarity to human int...",https://oecs.mit.edu/pub/suwgvzqg
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,[see Language Acquisition; Cognitive Development],"The concept offers broad connections as mentioned above to such topics as primate communication systems, the evolution of language, language diversity, and conversational structure. The idea of an interactional foundation underlying the...",https://oecs.mit.edu/pub/xohbfbix
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,zw60p83x,https://oecs.mit.edu/pub/zw60p83x,Cognitive Development,[see Language Acquisition; Cognitive Development],"The concept offers broad connections as mentioned above to such topics as primate communication systems, the evolution of language, language diversity, and conversational structure. The idea of an interactional foundation underlying the...",https://oecs.mit.edu/pub/zw60p83x
1d3e0934-ef5c-4572-ba3d-cce80de7fa10,ye47we9a,Developmental Language Disorder,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,[see Language Acquisition],"Although the term developmental language disorder, known commonly as DLD, has been widely adopted in recent years, various terms have been used historically, with Specific Language Impairment (SLI) being among the most common [see Langua...",https://oecs.mit.edu/pub/xohbfbix
1d3e0934-ef5c-4572-ba3d-cce80de7fa10,ye47we9a,Developmental Language Disorder,dqw08mkw,https://oecs.mit.edu/pub/dqw08mkw,Autism,[see Autism],"Although the term developmental language disorder, known commonly as DLD, has been widely adopted in recent years, various terms have been used historically, with Specific Language Impairment (SLI) being among the most common [see Langua...",https://oecs.mit.edu/pub/dqw08mkw
1d3e0934-ef5c-4572-ba3d-cce80de7fa10,ye47we9a,Developmental Language Disorder,5wqto9iq,https://oecs.mit.edu/pub/5wqto9iq,Linguistic Variation,[see Linguistic Variation],"Although the term developmental language disorder, known commonly as DLD, has been widely adopted in recent years, various terms have been used historically, with Specific Language Impairment (SLI) being among the most common [see Langua...",https://oecs.mit.edu/pub/5wqto9iq
1d3e0934-ef5c-4572-ba3d-cce80de7fa10,ye47we9a,Developmental Language Disorder,1rgtz41v,https://oecs.mit.edu/pub/1rgtz41v,Working Memory,[see Working Memory],"There are two main classes of explanation for the underlying causes of DLD. One class of explanations proposes that the underlying cause of the language-learning impairment is linguistic in nature, related to impaired representation or p...",https://oecs.mit.edu/pub/1rgtz41v
1d3e0934-ef5c-4572-ba3d-cce80de7fa10,ye47we9a,Developmental Language Disorder,k0l9s1hf,https://oecs.mit.edu/pub/k0l9s1hf,Morphology,[see Morphology],"Within each class of explanation, various theories have been proposed to account for the data. A selection of these are illustrated in , in relation to a characteristic error of morphology seen in English-speaking children with DLD, name...",https://oecs.mit.edu/pub/k0l9s1hf
1d3e0934-ef5c-4572-ba3d-cce80de7fa10,ye47we9a,Developmental Language Disorder,l60gyowl,https://oecs.mit.edu/pub/l60gyowl,Sign Language,[see Sign Language],"DLD has been identified in all the languages where it has been looked for, including sign languages (; ) [see Sign Language] and in the written forms of spoken languages (). The expansion of cross-linguistic and cross-modal research allo...",https://oecs.mit.edu/pub/l60gyowl
5fc221ff-1176-4553-b4e4-e558b9b97fe3,1ba2q8ay,Smell,spow8trw,https://oecs.mit.edu/pub/spow8trw,WEIRD,[see WEIRD],"Finally, the universality of human olfactory behavior is debated. Research to date has largely been conducted on participants from societies that are WEIRD—Western, Educated, Industrialized, Rich, and Democratic —and ODD—relatively Old (...",https://oecs.mit.edu/pub/spow8trw
d858c2df-64ae-48e4-912d-9d6b7d5e67ac,7n23j8sg,Neuroscience of Syntax,3bgjh908,https://oecs.mit.edu/pub/3bgjh908,Neuroscience of Language,[see Neuroscience of Language],"All frontal and temporal components of the language network (; ) show sensitivity to syntactic structure () [see Neuroscience of Language]. In brain-imaging studies, comparisons between processing (reading or listening to) structured sti...",https://oecs.mit.edu/pub/3bgjh908
d858c2df-64ae-48e4-912d-9d6b7d5e67ac,7n23j8sg,Neuroscience of Syntax,zp5n8ivs,https://oecs.mit.edu/pub/zp5n8ivs,Large Language Models,[see Large Language Models],"Syntactic-structure building appears to be deeply integrated with lexical, compositional semantic, and sublexical/phonological processing: Every component of the language network shows sensitivity to all of these aspects of linguistic st...",https://oecs.mit.edu/pub/zp5n8ivs
d858c2df-64ae-48e4-912d-9d6b7d5e67ac,7n23j8sg,Neuroscience of Syntax,y1uhdz0y,https://oecs.mit.edu/pub/y1uhdz0y,Psycholinguistics,[see Psycholinguistics],"Two classes of hypotheses exist about how syntactic structures are built. According to surprisal-based accounts, comprehenders actively predict upcoming linguistic input, and structurally unexpected elements or strings are costly to proc...",https://oecs.mit.edu/pub/y1uhdz0y
d858c2df-64ae-48e4-912d-9d6b7d5e67ac,7n23j8sg,Neuroscience of Syntax,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,[see Language Acquisition],Work on syntactic processing in humans and on the neural basis of syntax connects to work on non-human animal communication systems and language evolution. Key questions include: Is language unique among animal communication systems with...,https://oecs.mit.edu/pub/xohbfbix
a42adb11-7570-495a-ab34-2d20bb232cbe,za65x7nh,Eye Movements,tnh82gsj,https://oecs.mit.edu/pub/tnh82gsj,Neuroeconomics,[see Neuroeconomics],"An important development in the study of eye movements was the discovery that the activity of neurons in the saccadic eye movement circuitry was influenced by the dopaminergic reward systems (Platt & Glimcher, 1999; Kawagoe et al, 1998)....",https://oecs.mit.edu/pub/tnh82gsj
a42adb11-7570-495a-ab34-2d20bb232cbe,za65x7nh,Eye Movements,g905s76x,https://oecs.mit.edu/pub/g905s76x,Infant Perception,[see Infant Perception],Improved eye tracking has also made it possible to measure eye movements in young children and infants [see Infant Perception]. This allows collection of the statistics of early visual experience that shape perceptual development. The vi...,https://oecs.mit.edu/pub/g905s76x
a42adb11-7570-495a-ab34-2d20bb232cbe,za65x7nh,Eye Movements,dqw08mkw,https://oecs.mit.edu/pub/dqw08mkw,Autism,[see Autism],"In addition to work in vision, eye tracking has proved useful in the field of language understanding in the case of the so-called Visual World paradigm, where fixations to the display are closely time-locked to the utterance, and have pr...",https://oecs.mit.edu/pub/dqw08mkw
bd18e60f-2d3c-40dc-a952-42dd663436a5,0i6tb22l,Economic Games,ooo4x800,https://oecs.mit.edu/pub/ooo4x800,Cooperation,[see Cooperation],"A controversy becomes obvious when comparing the many theoretical studies predicting cooperation among humans in contrast to the daily news reporting widespread uncooperative human behavior, suggesting that theory has overemphasized the...",https://oecs.mit.edu/pub/ooo4x800
bd18e60f-2d3c-40dc-a952-42dd663436a5,0i6tb22l,Economic Games,8q02cvue,https://oecs.mit.edu/pub/8q02cvue,Theory of Mind,[see Theory of Mind],Economic games are a valuable tool in cognitive science as well as in developmental psychology for understanding how individuals make decisions and interact with others in social situations. By manipulating game rules and observing playe...,https://oecs.mit.edu/pub/8q02cvue
4d8ccc37-8923-424b-95bf-242a22a670ad,qwrz95aw,Affective Neuroscience,3r6pj6pn,https://oecs.mit.edu/pub/3r6pj6pn,Open Science,[see Open Science],"A critique of this is that the modern statistical standards and sample sizes are not met, and several other attempts to replicate have failed [see Open Science] (e.g., ). However, subsequent research on the misattribution of arousal (e.g...",https://oecs.mit.edu/pub/3r6pj6pn
4d8ccc37-8923-424b-95bf-242a22a670ad,qwrz95aw,Affective Neuroscience,zp5n8ivs,https://oecs.mit.edu/pub/zp5n8ivs,Large Language Models,[see Large Language Models],"As we engage more and more with artificial intelligence, how will this affect people’s emotions? Will artificial intelligence help to guide emotions, provide emotional support, or, with hardware, stop negative emotions before consciously...",https://oecs.mit.edu/pub/zp5n8ivs
112fbf72-31c7-4d25-b533-93f796f483e3,d16msun2,Episodic Future Thinking,ee7y4opg,https://oecs.mit.edu/pub/ee7y4opg,Causal Reasoning,[see Causal Reasoning],"Some neuroimaging studies have found that many of the brain regions in the core network contribute to constructing atemporal scenes (), speaking against the view that the core network supports mental time travel into the past and future....",https://oecs.mit.edu/pub/ee7y4opg
4b3f5d12-e7c2-4259-9119-105c67728b64,be5ufmz2,Physicalism,c1pqmxoq,https://oecs.mit.edu/pub/c1pqmxoq,Multiple Realizability,[see Multiple Realizability],One traditional suggestion is that physicalism entails the literal identity of psychological states with neurophysiological states. The key difficulty for this version of physicalism is that it excludes the possibility of the multiple re...,https://oecs.mit.edu/pub/c1pqmxoq
4b3f5d12-e7c2-4259-9119-105c67728b64,be5ufmz2,Physicalism,pit4hw2l,https://oecs.mit.edu/pub/pit4hw2l,Conceptual Analysis,[see also Conceptual Analysis],"One such argument, known as the knowledge argument, says that if physicalism is true, then (at least in principle) any subject who knew all the physical facts would have a complete understanding of all the facts [see also Conceptual Anal...",https://oecs.mit.edu/pub/pit4hw2l
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,suwgvzqg,https://oecs.mit.edu/pub/suwgvzqg,Primate Communication,"[see Primate Communication, Statistical Learning, and Sound Symbolism]","Although much of the initial resurgence of interest in language evolution manifested itself in terms of papers focused on theoretical considerations and computational modeling, the new millennium saw a broadening out to include cross-spe...",https://oecs.mit.edu/pub/suwgvzqg
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,jr9encpg,https://oecs.mit.edu/pub/jr9encpg,Statistical Learning,"[see Primate Communication, Statistical Learning, and Sound Symbolism]","Although much of the initial resurgence of interest in language evolution manifested itself in terms of papers focused on theoretical considerations and computational modeling, the new millennium saw a broadening out to include cross-spe...",https://oecs.mit.edu/pub/jr9encpg
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,in0y7zea,https://oecs.mit.edu/pub/in0y7zea,Sound Symbolism,"[see Primate Communication, Statistical Learning, and Sound Symbolism]","Although much of the initial resurgence of interest in language evolution manifested itself in terms of papers focused on theoretical considerations and computational modeling, the new millennium saw a broadening out to include cross-spe...",https://oecs.mit.edu/pub/in0y7zea
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,u870vxpu,https://oecs.mit.edu/pub/u870vxpu,Cultural Evolution,[see Cultural Evolution],"Although much of the initial resurgence of interest in language evolution manifested itself in terms of papers focused on theoretical considerations and computational modeling, the new millennium saw a broadening out to include cross-spe...",https://oecs.mit.edu/pub/u870vxpu
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,ho9e9c80,https://oecs.mit.edu/pub/ho9e9c80,Language,[see Language],"Theories of language evolution aim to explain the emergence of language as it is today [see Language]. Thus, the specific ways that scholars characterize what evolved—the current human linguistic abilities—will determine their theory of...",https://oecs.mit.edu/pub/ho9e9c80
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,[see Language Acquisition],"Theories of language evolution aim to explain the emergence of language as it is today [see Language]. Thus, the specific ways that scholars characterize what evolved—the current human linguistic abilities—will determine their theory of...",https://oecs.mit.edu/pub/xohbfbix
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,usvwqp80,https://oecs.mit.edu/pub/usvwqp80,Gesture,[see Gesture and Sound Symbolism],Another longstanding issue concerns whether language originated in earlier primate vocalizations or whether it had a gestural origin. Although nonspeech vocalizations relative to gestures might appear less capable of representing things...,https://oecs.mit.edu/pub/usvwqp80
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,in0y7zea,https://oecs.mit.edu/pub/in0y7zea,Sound Symbolism,[see Gesture and Sound Symbolism],Another longstanding issue concerns whether language originated in earlier primate vocalizations or whether it had a gestural origin. Although nonspeech vocalizations relative to gestures might appear less capable of representing things...,https://oecs.mit.edu/pub/in0y7zea
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,xyn6l8i3,https://oecs.mit.edu/pub/xyn6l8i3,Niche Construction,[see Niche Construction],"A more recent development is the proposal that human self-domestication paved the way for human language (), a hypothesis taken up by proponents of both biological adaptation () and cultural evolution (). The basic suggestion is that hum...",https://oecs.mit.edu/pub/xyn6l8i3
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,5wqto9iq,https://oecs.mit.edu/pub/5wqto9iq,Linguistic Variation,[see Linguistic Variation],"Understanding how our species evolved its linguistic abilities is by necessity a highly interdisciplinary endeavor, touching on all parts of cognitive science. Thus, new developments in any area of cognitive science may inform theories o...",https://oecs.mit.edu/pub/5wqto9iq
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,zp5n8ivs,https://oecs.mit.edu/pub/zp5n8ivs,Large Language Models,[see Large Language Models],"Understanding how our species evolved its linguistic abilities is by necessity a highly interdisciplinary endeavor, touching on all parts of cognitive science. Thus, new developments in any area of cognitive science may inform theories o...",https://oecs.mit.edu/pub/zp5n8ivs
e2c0ca66-c45d-4a0a-b8a5-10b6f5a340a7,z58iw4gy,Delusion,j074k4aj,https://oecs.mit.edu/pub/j074k4aj,Social Epistemology,[see Social Epistemology],"A new development in research on delusion is the social turn, which draws on social sources of evidence and cultural influences on delusional content. The social turn resists approaches to delusion that focus too narrowly on the individu...",https://oecs.mit.edu/pub/j074k4aj
e2c0ca66-c45d-4a0a-b8a5-10b6f5a340a7,z58iw4gy,Delusion,d8e1n1e8,https://oecs.mit.edu/pub/d8e1n1e8,Social Learning,[see Social Learning],"Some social theorists also claim that delusions involve disturbances in social cognition. This pivot to understanding delusions, at least in part, as a social phenomenon has been argued to provide an explanation for several features, inc...",https://oecs.mit.edu/pub/d8e1n1e8
c09a632d-af80-41df-84b7-7f5ddaa8c2ba,1bjy1ebl,Belief,zp5n8ivs,https://oecs.mit.edu/pub/zp5n8ivs,Large Language Models,[see Large Language Models],"Finally, much of the classic literature on belief took artificial systems, like thermostats and chess-playing computers, to only count as having beliefs if one was sufficiently dispositionalist about the nature of belief (or, otherwise,...",https://oecs.mit.edu/pub/zp5n8ivs
6ddb1c41-38d0-4f71-b6fb-968d0063ae5b,1bu7sqv2,Cognitive Ontology,h0rivqh3,https://oecs.mit.edu/pub/h0rivqh3,Face Perception,[see Face Perception],"More recent work has emphasized the role of broader context in settling ontologies. It is possible, for example, that the best characterization of a brain region’s function itself depends on what is going on elsewhere in the brain (; )....",https://oecs.mit.edu/pub/h0rivqh3
8e9a83b0-7fe6-48e9-832b-8747aa245167,spow8trw,WEIRD,1ba2q8ay,https://oecs.mit.edu/pub/1ba2q8ay,Olfaction,[see Olfaction],"Substantial variation exists across societies in both perception and our sensory abilities. Recent work, for example, has revealed population-level variation in underwater visual acuity , olfaction [see Olfaction], and spatial navigation...",https://oecs.mit.edu/pub/1ba2q8ay
8e9a83b0-7fe6-48e9-832b-8747aa245167,spow8trw,WEIRD,or750iar,https://oecs.mit.edu/pub/or750iar,Spatial Cognition,[see Spatial Cognition],"Substantial variation exists across societies in both perception and our sensory abilities. Recent work, for example, has revealed population-level variation in underwater visual acuity , olfaction [see Olfaction], and spatial navigation...",https://oecs.mit.edu/pub/or750iar
8e9a83b0-7fe6-48e9-832b-8747aa245167,spow8trw,WEIRD,or750iar,https://oecs.mit.edu/pub/or750iar,Spatial Cognition,[see Spatial Cognition],"The study of language within the cognitive sciences has focused heavily on English speakers and their intuitions despite the fact that English is an unusual language in many ways . Addressing this, a growing body of research focusing on...",https://oecs.mit.edu/pub/or750iar
8e9a83b0-7fe6-48e9-832b-8747aa245167,spow8trw,WEIRD,1ba2q8ay,https://oecs.mit.edu/pub/1ba2q8ay,Olfaction,[see Olfaction],"The study of language within the cognitive sciences has focused heavily on English speakers and their intuitions despite the fact that English is an unusual language in many ways . Addressing this, a growing body of research focusing on...",https://oecs.mit.edu/pub/1ba2q8ay
8e9a83b0-7fe6-48e9-832b-8747aa245167,spow8trw,WEIRD,u870vxpu,https://oecs.mit.edu/pub/u870vxpu,Cultural Evolution,[see Cultural Evolution],The success of the WEIRD concept has brought to the forefront of the cognitive sciences the question of how to explain the variation in key aspects of psychology across space and time () [see Cultural Evolution]. This has led to exciting...,https://oecs.mit.edu/pub/u870vxpu
8e9a83b0-7fe6-48e9-832b-8747aa245167,spow8trw,WEIRD,sr3246n4,https://oecs.mit.edu/pub/sr3246n4,Normativity,[see Normativity],"Going deeper, researchers in the burgeoning field of historical psychology have begun to use artifacts, including texts, paintings, and musical compositions, to infer aspects of psychology across space and back into time (; ; ). For exam...",https://oecs.mit.edu/pub/sr3246n4
9aa55a0f-717e-4dab-924e-a5416554d893,8ya53iy6,Visual Memory,1rgtz41v,https://oecs.mit.edu/pub/1rgtz41v,Working Memory,[see Working Memory],"Research on visual memory took off in the 1960’s when George Sperling demonstrated that observers briefly maintain access to much more visual information than they can consciously report, suggesting a large-capacity but rapidly decaying...",https://oecs.mit.edu/pub/1rgtz41v
9aa55a0f-717e-4dab-924e-a5416554d893,8ya53iy6,Visual Memory,xdqgwrkq,https://oecs.mit.edu/pub/xdqgwrkq,Attention,[see Attention],"The transition from this initial representation to more stable forms of memory involves active maintenance processes. Attention acts as a gateway, determining which aspects of the initial representation will be maintained (; ) [see Atten...",https://oecs.mit.edu/pub/xdqgwrkq
9aa55a0f-717e-4dab-924e-a5416554d893,8ya53iy6,Visual Memory,8w58nrk1,https://oecs.mit.edu/pub/8w58nrk1,Visual Cognitive Neuroscience,[see Visual Cognitive Neuroscience],The neural mechanisms supporting transformations from perception into visual working memory also remain actively debated. Sensory recruitment accounts propose that the same sensory regions involved in perception are used to maintain visu...,https://oecs.mit.edu/pub/8w58nrk1
5ff2bcd7-4a6f-4643-851c-b44bdf11a9cd,pit4hw2l,Conceptual Analysis,j39m4jos,https://oecs.mit.edu/pub/j39m4jos,Concepts,[see Concepts],"The examples of solidity and intelligence are ones in which we have pre-existing, shared concepts—folk concepts, as they are called [see Concepts]. But not all examples of conceptual analysis are analyses of pre-existing concepts. Cantor...",https://oecs.mit.edu/pub/j39m4jos
5ff2bcd7-4a6f-4643-851c-b44bdf11a9cd,pit4hw2l,Conceptual Analysis,x0sk7df7,https://oecs.mit.edu/pub/x0sk7df7,Mental Representation,[see Mental Representation],"The concept of representation plays a huge role in cognitive science [see Mental Representation] (). First, many theorists (e.g., ) appeal to it in accounts of what happens when we are under one or another visual illusion. In the Müller-...",https://oecs.mit.edu/pub/x0sk7df7
2aa90758-22ca-4c23-a61f-08f181b93fb2,r4aze9cq,Intelligence,ptlnp5h2,https://oecs.mit.edu/pub/ptlnp5h2,Eugenic Thinking and the Cognitive Sciences,[see Eugenic Thinking and the Cognitive Sciences],"Intelligence testing jumped from children to adults during World War I, when the U.S. Army adapted the Simon–Binet method to identify new recruits who might perform well in officer positions. Tragically, the uses of intelligence testing...",https://oecs.mit.edu/pub/ptlnp5h2
